CustomerID,Title,FirstName,MiddleName,LastName,CompanyName,SalesPerson,EmailAddress,Phone,ModifiedDate,EmailDomain,YearMonth,Year,PhoneLength,FullName
146,Mr.,Richard,Unknown,Bready,Latest Sports Equipment,adventure-works\david8,richard1@adventure-works.com,3405550131,2005-07-01 00:00:00.000,adventure-works.com,2005-07,2005,10,Richard Unknown Bready
147,Ms.,Alice,Unknown,Clark,Local Hardware Factory,adventure-works\jillian0,alice1@adventure-works.com,2215550141,2006-09-01 00:00:00.000,adventure-works.com,2006-09,2006,10,Alice Unknown Clark
148,Mr.,Alan,Unknown,Brewer,Lots of Bikes Storehouse,adventure-works\jillian0,alan1@adventure-works.com,4945550134,2005-11-01 00:00:00.000,adventure-works.com,2005-11,2005,10,Alan Unknown Brewer
149,Mr.,Cornelius,L.,Brandon,Initial Bike Company,adventure-works\shu0,cornelius0@adventure-works.com,2295550114,2006-09-01 00:00:00.000,adventure-works.com,2006-09,2006,10,Cornelius L. Brandon
150,Ms.,Jill,J.,Christie,Fleet Bikes,adventure-works\linda3,jill1@adventure-works.com,9275550198,2006-08-01 00:00:00.000,adventure-works.com,2006-08,2006,10,Jill J. Christie
151,Mr.,Walter,J.,Brian,Futuristic Bikes,adventure-works\shu0,walter0@adventure-works.com,1635550155,2006-09-01 00:00:00.000,adventure-works.com,2006-09,2006,10,Walter J. Brian
154,Mr.,Carlton,M.,Carlisle,Camping and Sports Store,adventure-works\josé1,carlton0@adventure-works.com,1935550116,2007-09-01 00:00:00.000,adventure-works.com,2007-09,2007,10,Carlton M. Carlisle
155,Mr.,Joseph,N.,Castellucio,Corner Bicycle Supply,adventure-works\josé1,joseph1@adventure-works.com,1805550114,2005-09-01 00:00:00.000,adventure-works.com,2005-09,2005,10,Joseph N. Castellucio
156,Mr.,Lester,J.,Bowman,Metal Processing Company,adventure-works\garrett1,lester0@adventure-works.com,8445550112,2005-09-01 00:00:00.000,adventure-works.com,2005-09,2005,10,Lester J. Bowman
160,Ms.,Brigid,F.,Cavendish,Vigorous Sports Store,adventure-works\jae0,brigid0@adventure-works.com,1115005550178,2006-09-01 00:00:00.000,adventure-works.com,2006-09,2006,13,Brigid F. Cavendish
163,Mr.,Andrew,Unknown,Cencini,Sports Merchandise,adventure-works\pamela0,andrew2@adventure-works.com,6445550111,2007-09-01 00:00:00.000,adventure-works.com,2007-09,2007,10,Andrew Unknown Cencini
164,Ms.,Cindy,M.,Dodd,Suburban Cycle Shop,adventure-works\david8,cindy0@adventure-works.com,7065550140,2005-08-01 00:00:00.000,adventure-works.com,2005-08,2005,10,Cindy M. Dodd
165,Mr.,Randall,Unknown,Boseman,Third Bike Store,adventure-works\jillian0,randall0@adventure-works.com,3835550117,2006-09-01 00:00:00.000,adventure-works.com,2006-09,2006,10,Randall Unknown Boseman
166,Ms.,Stacey,M.,Cereghino,Fitness Toy Store,adventure-works\jillian0,stacey0@adventure-works.com,3515550131,2005-07-01 00:00:00.000,adventure-works.com,2005-07,2005,10,Stacey M. Cereghino
167,Mr.,Blaine,Unknown,Dockter,Farthermost Bike Shop,adventure-works\shu0,blaine0@adventure-works.com,1565550187,2005-08-01 00:00:00.000,adventure-works.com,2005-08,2005,10,Blaine Unknown Dockter
168,Sr.,Luis,Unknown,Bonifaz,Economy Bikes Company,adventure-works\linda3,luis0@adventure-works.com,6885550113,2006-09-01 00:00:00.000,adventure-works.com,2006-09,2006,10,Luis Unknown Bonifaz
169,Ms.,Brenda,Unknown,Diaz,Downtown Hotel,adventure-works\shu0,brenda2@adventure-works.com,1475550192,2005-09-01 00:00:00.000,adventure-works.com,2005-09,2005,10,Brenda Unknown Diaz
172,Ms.,Gabriele,Unknown,Dickmann,Certified Sports Supply,adventure-works\josé1,gabriele0@adventure-works.com,8355550116,2005-09-01 00:00:00.000,adventure-works.com,2005-09,2005,10,Gabriele Unknown Dickmann
173,Mr.,Rudolph,J.,Dillon,Sundry Sporting Goods,adventure-works\josé1,rudolph0@adventure-works.com,7225550169,2005-09-01 00:00:00.000,adventure-works.com,2005-09,2005,10,Rudolph J. Dillon
174,Mr.,Michael,L.,Bohling,Toy Manufacturing Inc,adventure-works\garrett1,michael12@adventure-works.com,8385550147,2005-09-01 00:00:00.000,adventure-works.com,2005-09,2005,10,Michael L. Bohling
178,Mr.,Dick,Unknown,Dievendorff,Rampart Amusement Company,adventure-works\jae0,dick1@adventure-works.com,1115005550193,2007-08-01 00:00:00.000,adventure-works.com,2007-08,2007,13,Dick Unknown Dievendorff
180,Ms.,Nicky,E.,Chesnut,Full-Service Bike Store,adventure-works\michael9,nicky0@adventure-works.com,2645550164,2005-09-01 00:00:00.000,adventure-works.com,2005-09,2005,10,Nicky E. Chesnut
181,Mr.,Michael,J.,Lee,Family Entertainment Center,adventure-works\pamela0,michael18@adventure-works.com,3965550139,2007-08-01 00:00:00.000,adventure-works.com,2007-08,2007,10,Michael J. Lee
182,Mr.,Stanley,A.,Alan,Another Bicycle Company,adventure-works\david8,stanley0@adventure-works.com,1565550126,2007-09-01 00:00:00.000,adventure-works.com,2007-09,2007,10,Stanley A. Alan
183,Mr.,Yao-Qiang,Unknown,Cheng,This Area Sporting Goods,adventure-works\jillian0,yao-qiang0@adventure-works.com,3445550181,2006-07-01 00:00:00.000,adventure-works.com,2006-07,2006,10,Yao-Qiang Unknown Cheng
184,Ms.,Marjorie,M.,Lee,Go-cart and Bike Specialists,adventure-works\jillian0,marjorie0@adventure-works.com,3065550166,2006-07-01 00:00:00.000,adventure-works.com,2006-07,2006,10,Marjorie M. Lee
185,Mr.,Sandeep,Unknown,Kaliyath,Weekend Bike Tours,adventure-works\shu0,sandeep1@adventure-works.com,4955550113,2007-07-01 00:00:00.000,adventure-works.com,2007-07,2007,10,Sandeep Unknown Kaliyath
186,Mr.,Pei,Unknown,Chow,Thrilling Bike Tours,adventure-works\linda3,pei0@adventure-works.com,7895550184,2007-09-01 00:00:00.000,adventure-works.com,2007-09,2007,10,Pei Unknown Chow
187,Mr.,Frank,Unknown,Campbell,Trailblazing Sports,adventure-works\shu0,frank4@adventure-works.com,4915550132,2005-09-01 00:00:00.000,adventure-works.com,2005-09,2005,10,Frank Unknown Campbell
190,Mr.,Mark,Unknown,Lee,Racing Partners,adventure-works\josé1,mark5@adventure-works.com,3715550112,2007-09-01 00:00:00.000,adventure-works.com,2007-09,2007,10,Mark Unknown Lee
191,Ms.,Sandra,T.,Kitt,Non-Slip Pedal Company,adventure-works\josé1,sandra2@adventure-works.com,3035550117,2005-08-01 00:00:00.000,adventure-works.com,2005-08,2005,10,Sandra T. Kitt
192,Mr.,Hao,Unknown,Chen,Nuts and Bolts Mfg.,adventure-works\garrett1,hao1@adventure-works.com,1175550173,2005-08-01 00:00:00.000,adventure-works.com,2005-08,2005,10,Hao Unknown Chen
196,Ms.,Jolie,Unknown,Lenehan,Exhibition Showroom,adventure-works\jae0,jolie0@adventure-works.com,1115005550126,2007-07-01 00:00:00.000,adventure-works.com,2007-07,2007,13,Jolie Unknown Lenehan
197,Ms.,Diane,F.,Krane,"Fabrikam Inc., West",adventure-works\michael9,diane4@adventure-works.com,2245550126,2006-09-01 00:00:00.000,adventure-works.com,2006-09,2006,10,Diane F. Krane
198,Mr.,Payton,P.,Benson,Field Trip Inc,adventure-works\michael9,payton0@adventure-works.com,5285550183,2005-11-01 00:00:00.000,adventure-works.com,2005-11,2005,10,Payton P. Benson
199,Mr.,Roger,Unknown,Lengel,Authorized Bike Sales and Rental,adventure-works\pamela0,roger1@adventure-works.com,9475550143,2007-08-01 00:00:00.000,adventure-works.com,2007-08,2007,10,Roger Unknown Lengel
200,Ms.,Peggy,J.,Justice,Basic Bike Company,adventure-works\david8,peggy0@adventure-works.com,1705550189,2005-07-01 00:00:00.000,adventure-works.com,2005-07,2005,10,Peggy J. Justice
201,Ms.,Edna,J.,Benson,Unsurpassed Bikes,adventure-works\jillian0,edna0@adventure-works.com,7895550189,2007-09-01 00:00:00.000,adventure-works.com,2007-09,2007,10,Edna J. Benson
202,Unknown,A.,Francesca,Leonetti,Two-Seater Bikes,adventure-works\jillian0,a0@adventure-works.com,6455550193,2007-09-01 00:00:00.000,adventure-works.com,2007-09,2007,10,A. Francesca Leonetti
203,Ms.,Jean,Unknown,Jordan,Separate Parts Corporation,adventure-works\shu0,jean3@adventure-works.com,2075550129,2005-07-01 00:00:00.000,adventure-works.com,2005-07,2005,10,Jean Unknown Jordan
204,Mr.,Ido,Unknown,Ben-Sachar,Traction Tire Company,adventure-works\linda3,ido0@adventure-works.com,9735550112,2005-07-01 00:00:00.000,adventure-works.com,2005-07,2005,10,Ido Unknown Ben-Sachar
205,Mr.,Frank,Unknown,Mart¡nez,Rally Master Company Inc,adventure-works\shu0,frank5@adventure-works.com,1715550147,2007-07-01 00:00:00.000,adventure-works.com,2007-07,2007,10,Frank Unknown Mart¡nez
208,Mr.,Steve,Unknown,Masters,Professional Cyclists,adventure-works\josé1,steve2@adventure-works.com,1545550115,2005-08-01 00:00:00.000,adventure-works.com,2005-08,2005,10,Steve Unknown Masters
209,Mr.,Robert,E.,Jones,Purple Bicycle Company,adventure-works\josé1,robert6@adventure-works.com,5955550131,2005-08-01 00:00:00.000,adventure-works.com,2005-08,2005,10,Robert E. Jones
